Id,CleanedReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
591,excellent game cool graphic nice landscape fun replayability game mechanic nice story direct point need background journey west understand reference,Recommended,175,108.7,06-11-2024
592,one cinematic game ive play look forward future game studio,Recommended,79,60.8,06-11-2024
593,game sooooooo monkeyyyy,Recommended,28,30.5,06-11-2024
594,great game great combat everything great,Recommended,40,67.7,06-11-2024
595,product receive freegreat game,Recommended,31,86.0,06-11-2024
596,game year must buy one best game ive play,Recommended,55,16.6,06-11-2024
597,great action rpg amaze lore great graphic issue run game light story rpg element like dialogue bit action focus,Recommended,138,60.6,06-11-2024
598,im one chapter black myth wukong already get completely hook combat feel fluid impactful atmosphere another level fan journey west love continue classic story bring setting life respect detailthe visuals sound design stun make every moment immersive rest game keep like im sure get even well easy pick game year 2024 cant wait see journey goesi may come back edit review finish game,Recommended,491,49.4,06-11-2024
599,nice game pleasant sound visuals aesthetic totally worth timegood variety monster fight unique boss require usage different approach love small hidden quest location add charm dodge mechanic breath fresh air use regular parry/block one,Recommended,286,18.7,06-11-2024
600,ive finish black myth wukong ill keep short game 98/10 due way traverse work game area make feel youre go circle sometimes like chapter 6 lighting bright light typically brightotherwise ive real complaint combat fluid smooth feel good player hand youre upgrade actually feel difference fight get repetitive thats combat game combat almost always fun engage game doesnt feel stiffevery bos every enemy lore dialog beautiful scene fight cinematic scene keep get better there much game go great game ill leave follow want game genuinely respect time make feel like youre engage story give challenge fight absolutely gorgeous view scene pick game full price id 100 say sale,Recommended,932,68.3,06-11-2024
601,osm u love,Recommended,18,29.2,06-11-2024
602,monke,Recommended,5,44.0,06-11-2024
603,fun,Recommended,3,152.9,06-11-2024
604,peak,Recommended,4,49.3,06-11-2024
605,monkey,Recommended,6,49.0,06-11-2024
606,product receive freegame year great story great gameplay everything perfect,Recommended,77,60.7,06-11-2024
607,great game reimagine journey west happen afterwards really good job new studio,Recommended,90,52.0,06-11-2024
608,impresive game,Recommended,17,6.1,06-11-2024
609,fantastic game storyline smooth game play beautiful graphic love obscure hidden gems/secrets game offer set new bar quality release game,Recommended,152,115.1,06-11-2024
610,game blow expectation incredibly diverse combat stunning visuals wonderful story say tough time play however fun find reward finally beat bos,Recommended,173,75.5,06-11-2024
611,simply masterpiece,Recommended,18,82.9,06-11-2024
612,damn,Recommended,5,49.5,06-11-2024
613,beautiful fg game 10/10 recommend,Recommended,34,7.8,06-11-2024
614,love fighting monkey,Recommended,18,6.8,06-11-2024
615,product receive freemust play masterpiece,Recommended,43,33.5,06-11-2024
616,simplismente melhor jogo de 2024,Recommended,30,43.9,06-11-2024
617,great game terrible hit box large boss game need serious optimization patch dont seem like come time soon like devs abandon support already,Not Recommended,161,41.6,06-11-2024
618,product refundedsuch fantastic game great time spenti try game release didnt like since use kind difficulty kind game however start read 1400page book get felt like play againnow finish game admit masterpiece fristrating somehow boss really challengingim play new game go chapter easily due item gear thing keep let see hard elang monkey ng,Recommended,478,1.9,06-11-2024
619,西行多遭磨难雷音殿下叩首心灰意冷辞官去花果洞天消受怎料紧箍浮现身死魂飞魄散他年六根重聚首血染兜率宫口,Recommended,57,106.0,06-11-2024
620,great narrative combat graphic,Recommended,32,11.3,06-11-2024
621,game amazsorry meantamazing action pack rpg like darksouls think people play game like zelda e botw totk people play elden ring really enjoy especially,Recommended,184,46.2,06-11-2024
622,amaze,Recommended,10,93.3,06-11-2024
623,monkey,Recommended,6,42.1,06-11-2024
624,one piece bettr game good,Recommended,31,14.4,06-11-2024
625,probably game make wan na play since 2021,Recommended,52,19.1,06-11-2024
626,game play fun engage many new combo mechanic discover fast pace fight high level graphic,Recommended,110,15.9,06-11-2024
627,bing chill,Recommended,12,86.1,06-11-2024
628,first time write game steam experience masterpiece black myth wukong game year question amount content game offer stun high quality never hear wukong game love story lore huge soul fan play soul game game best beautiful graphic fluid combat u like genre buy game get lose world must play cant wait dlc,Recommended,453,64.7,06-11-2024
629,play powerful monkey powerful monster harsh world thats need dont need know character sexual orientation beast gay f lesbian keep thats game look like,Recommended,205,50.0,06-11-2024
630,crime game isnt goty contender industry brokenthe game culturally rich authentic far know read wukong mythos intriguing design art style flawless captivate start feel really powerless certain situation progress really start feel like great sage power ability transformationsthe game flaw boss really aggressive op track certain situation nothing cant counter enough practice patienceall new ip new studio game devs really deserve goty look forward future game,Recommended,605,73.9,06-11-2024
631,like larian last year baldurs gate 3 chinese company also show big company gamers expect reallyone goty contender sure hypocrite western medium didnt look side avoid gamethe downside game many hidden part finish game 3 time think would enough see everything without check internet nearly impossible discover everything easy miss something wayalso play game first time extremely difficult second play average gamer allow u select difficulty progressing much fasteroverall beautiful game,Recommended,621,135.8,06-11-2024
632,nice game100 bos battle good graphic balanced difficulty,Recommended,59,66.8,06-11-2024
633,product receive freegood game,Recommended,35,36.1,06-11-2024
634,great combat good story beautiful game,Recommended,39,107.4,06-11-2024
635,absolutely love bravo,Recommended,24,160.9,06-11-2024
636,amazing game vary challenging well put together,Recommended,45,56.2,06-11-2024
637,gud,Recommended,5,25.0,06-11-2024
638,simple fun mindless addict pretty look definitely worth playthrough like simple soulslike experience chinese art lore thing linear elden ring like lord fall way really open world still fun explore,Recommended,257,52.5,06-11-2024
639,pro decent enemy bos design jawdropping graphic environment sometimes latter ability transformation fun use animation great authenticity source material spot cutscenes kino af fairly satisfy character progressioncons worst performance game ever play yes play modded ark survival game worse even 4060 silent protagonist want goofy voice start monkey voice whole thing tease player light attack combo way short long frequent attack windows way repetitive every bos get fight exact way next worthwhile build diversity worst level design ive see game 130gb need say 50 need say ruined sleep schedule nightly gooning session goth spider lady r34on serious note unless game full goty material offer hundred hour replayability truly iconic story experience cant recommend anything price big file size game spectacularly mid money doesnt grow tree even hard come economy top get midgame fight get boring level design become terrible especially since there map marker game probably get game year reason understand wont get vote none year game probably maybe stalker 2is good game sureis optimise allis worth price even half price ive see 10 time better half pricecons outweigh pro buy game ever 80 certainly waste money,Not Recommended,1503,27.2,06-11-2024
640,nice amaze make forget realyour kid forget touch grass introduce black myth wukong show game grandma jump stair walk stick shout hayyyyaaa,Recommended,200,11.5,06-11-2024
641,c,Recommended,1,20.5,06-11-2024
642,love game,Recommended,15,56.9,06-11-2024
643,forgiving version dark souls/elden ringfun boss good pacing long short definitly great game,Recommended,105,58.7,06-11-2024
644,good,Recommended,8,57.6,06-11-2024
645,one best game ever play,Recommended,33,9.2,06-11-2024
646,,Recommended,3,51.4,06-11-2024
647,game year sure loser confirm recommend game,Recommended,71,51.1,06-11-2024
648,play die lot slowly get hang story new enjoyable second round hop collect armour set side story,Recommended,146,129.3,05-11-2024
649,game year 2024 someone little familiarity original myth story say game live legend please play game worth every penny every second spent game 10/10 must play hat developer art life well thank game science,Recommended,292,65.6,06-11-2024
650,finish black myth wukong 50h true end secret area wow game definitely game year 2024 anyone like action rpgs must play definitely challenge highly recommend itthis game make gamers mind great experience 2024 triple game mostly underwhelming badly execute shareholder care money,Recommended,359,52.6,06-11-2024
651,god war style story mode deep lore great level design secret bosses/areas amazing gear set ng add additional weapon increase difficulty scale 93/10 would recommend,Recommended,166,94.9,05-11-2024
652,able sex monkey really good experience far,Recommended,57,28.4,05-11-2024
653,great another mute,Recommended,17,121.2,05-11-2024
654,good actionrpg,Recommended,14,17.3,05-11-2024
655,really good game,Recommended,14,69.2,05-11-2024
656,easily goty,Recommended,10,38.2,05-11-2024
657,game incredible love lore character boss cutscenes basically everything game could offer amazing experience get difficult take time learn bos movement eventually defeat enjoyable definitely one lifetime game,Recommended,282,48.8,05-11-2024
658,black myth worth try simply game market amazingly present chinese culture environment quite like ton japanese base video game make almost tear finally see really well make chinese environment aaa video game impact black myth undeniably huge hopefully well get see quality single player game base chinese culture point,Recommended,384,37.0,05-11-2024
659,personal gotygood story fun gameplay ship broken useless mtx/lootbox/bp treat play startand bonus fair price would gladly give againcant wait see game science make next,Recommended,194,36.6,05-11-2024
660,black myth wukong se ganó mi corazón ya lo terminé después de unas 70 horas aproximadamente traté de sacarlo al 100 pero hubo algunas cosas que pasé por alto tocaría volver empezar para tenerlasuno de los mejores juegos que tenido el privilegio de pasarme excelente jugabilidad lo más importante e retador pero nunca aburridor la gráficas la música los personajes la historia la animación todo 10 de 10 espero poder disfrutar de otra obra de arte similar esta nunca lo olvidaré jaja,Recommended,431,69.6,05-11-2024
661,love game map easy confuseworth full price,Recommended,49,30.0,05-11-2024
662,best game ive play long time play everyday,Recommended,46,58.8,05-11-2024
663,product receive freegreat game,Recommended,32,19.5,05-11-2024
664,monke,Recommended,5,43.7,05-11-2024
665,monkey monkey monkey monkeyyyyy,Recommended,28,36.6,05-11-2024
666,recent year rarely get game dont want stop play matter busy much work pendingthis game flawless hit every mark make game fun soul like snob combat appeal even though hard part sell visuals presentation game encapsulate beautifullythe story tell gorgeous cutscenes superb art style convey happening past start every chapter story feel even well previous one character event represent highlight story character lore go deep great introduction want know journey westall say matter end day game far gameplay go fun mildly challenge rewarding game take bit time get use mechanic sheer quantity ability fun variety enemy especially boss keep game always interest feel like im child play dark soul 1 clue whats around corner use 10 item sheer excitement fear whats come nextconclusion 85/10 didnt hiccup performance issue might go 9 im eagerly wait dlc give excuse start ng plus,Recommended,1275,65.8,05-11-2024
667,love game,Recommended,13,23.6,05-11-2024
668,game year,Recommended,13,58.9,05-11-2024
669,abandon humanity return wukong mankinded,Recommended,43,53.8,05-11-2024
670,enjoyable experience playing gameit magical journey stunning temple landscape give miraculous feeling living fairy talethe visual topnotch gameplay funalso like game long beat many unique opponent beautiful cutscenes feeling freshness keep game along,Recommended,337,51.9,05-11-2024
671,go give game 10/10 femoid chapter 4 ruin immersion completely,Not Recommended,85,54.9,05-11-2024
672,great game,Recommended,9,91.7,05-11-2024
673,game immersive cinematic fight sequence superb beautiful story easily missable item quest line guess part game 10/10,Recommended,160,97.9,05-11-2024
674,enough new stuff inside soulslike without much,Recommended,55,12.4,05-11-2024
675,good,Recommended,4,157.2,05-11-2024
676,good game,Recommended,12,5.7,05-11-2024
677,second best game experience ive life no1 rdr2,Recommended,54,82.4,05-11-2024
678,product receive freeblack myth wukong incredible gaming experience game boss excellently design present solid challenge make victory feel truly reward fight mechanic especially staff smooth satisfy give combat unique rhythm style every encounter fun engage showcasing game highquality design gameplay definitely standout title action rpg fan try,Recommended,402,52.6,05-11-2024
679,would say overall great game 9/10 meprosarts awesomecool boss monstersdifficulty approachable playersmonkey movement really kick assconssome gigantic boss hitbox problemautolock system well enough,Recommended,222,87.1,05-11-2024
680,soul like game mechanic without frustration spending hour overly difficult boss bos unique game play feel meaningless repetitive combat fun flow well feel reward execute properly game also beautiful run super smooth like game like god war elden ring youll probably enjoy one,Recommended,319,16.0,05-11-2024
681,goty,Recommended,4,51.8,05-11-2024
682,game year type shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,Recommended,50,60.4,05-11-2024
683,11/10 game experience,Recommended,20,83.0,05-11-2024
684,great game front runner goty 24looks great great combat even tougher boss fun learnthis game feel like elden ring gow baby second run soon,Recommended,167,90.4,05-11-2024
685,great game honestly like better elden ring,Recommended,44,61.0,05-11-2024
686,good dont want end,Recommended,31,85.0,05-11-2024
687,repeat pay deluxe edition include different armor first upgrade come 2nd 3rd save point therefore waste hard earn money suck scam,Not Recommended,171,3.2,05-11-2024
688,angry joe use word miraculous describe game easy understand team around 13 people prior blackymyth know mobile title create first aaatitle end result something withmore creativity passion 90 slop pass aaa quality today industry every bos unique every world majestic every bit lore enthral level passion expect chinese developer western developer absolutely finish,Recommended,465,62.9,05-11-2024
689,read countless positive review online decide give game chanceim completely captivate gameplaythis first soulslike game ive truly enjoyed didnt quit right away asswhoopingsthe combat demand satisfaction learn enemy attack pattern eventually defeat unparalleledafter finish black myth wukong plan give elden ring another try know maybe ill finally beat get experience game,Recommended,441,8.4,05-11-2024
690,recommend also purchase plan use wemod unless sadist wemod able enjoy game still give quite challenge use setting 15 defense attack multiplier figure like play game typical normal level hard nightmare amazing graphic sound sure really say understand story interest play game another region,Recommended,387,38.8,05-11-2024
691,beautiful gameplay,Recommended,17,185.6,05-11-2024
692,cool monkey,Recommended,10,9.4,05-11-2024
693,game hay v,Recommended,10,58.5,05-11-2024
694,amazing game may 61 hour game do lot get wukong stance 75 81 achievement peak game,Recommended,137,69.8,05-11-2024
695,monke love combat graphic insane performance good,Recommended,65,36.5,05-11-2024
696,good people say,Not Recommended,33,9.5,05-11-2024
697,like onimusha 2 ps2 game feel new onimusha real good game hard like dark soul,Recommended,82,30.0,05-11-2024
698,nice game,Recommended,8,3.9,05-11-2024
699,good,Recommended,8,45.4,05-11-2024
700,dee,Recommended,3,54.0,05-11-2024
701,chinese monkey gyatt,Recommended,18,56.8,05-11-2024
702,prophet foretoldchina 1,Recommended,30,119.1,05-11-2024
703,wont regret,Recommended,15,167.9,05-11-2024
704,good game,Recommended,8,86.2,05-11-2024
705,monkey ill ever like,Recommended,21,38.0,05-11-2024
706,game year,Recommended,13,61.5,05-11-2024
707,proseasy 40 hour content single play throughbeautiful run ok although im 4090 everything run wellunique combat spirit really transform option especially low cost onesa proper challengelove source material show detailsconsinvisible wall par open world thingsenglish va meh chinese va lack english subtitleswriting probably artistic western people fully enjoy,Recommended,392,38.4,05-11-2024
708,extremely fun monkey simulator go around stick pound yaoguai dust 4 method master stick overhead wack attack get peg stick poke goat stance spoiler also theres variety spell force hold sea bear circle invisibility get rock hard shadow clone jutsu minecraft totem undying lastly game focus around perfect dodge instead use shield parry unless use lot rock solid skill along mix match weapon armor drip ability respec level try many different play style throughout game even youre stick bos occasionally yaoguai capture gatorade bottle use combat favorite big forehead guy big beefy damage horse electric whip show who master insane theres 100 boss game bos difficulty range want dominate dominate really hat last guy end though use force drink gatorade 95/10 chapter animation peak honestly 2024 game year kind quality,Recommended,1025,58.4,05-11-2024
709,fun challenge feel game charm chinese mythology give distinctive flavor unlike american japanese titlesthough soulslike many respect approach fight set apart lack shield parry greatly change combat unlike say elden ring build core sequence use 80 encounter without much thought tough fight mostly base mitigating avoid damage wukong must use entire arsenal master execution study opponent timing tailor gear challenge avoid mitigate come proceed significant obstacle make rewarding experience anyone crave challenge,Recommended,645,39.7,05-11-2024
710,masterpieceany asian 30 use watch journey west dicky cheung school back day must play game fulfill childhood dream nvmif havent play game dont miss amazing,Recommended,214,29.6,05-11-2024
711,good game,Recommended,8,18.1,05-11-2024
712,feel like good soulslike game recommend itand 5minutes u meet new bos dgraphic look good,Recommended,94,61.0,05-11-2024
713,great story combat character etc,Recommended,31,67.0,05-11-2024
714,amazing game work art good masterpiece play,Recommended,52,30.8,05-11-2024
715,pretty story hard follow combat feel satisfy didnt finish though fight feel think limited weapon selection,Recommended,147,23.7,05-11-2024
716,absolute masterpiecei love every second game much god war final fantasy vii remakeit breath fresh air explore game set different cultural mythology story presentation impressive direction unpredictable beautiful animation chapter add incredible depth storytellingtruly cherry topgameplay smooth complex hold best actioncombat game boss unique plenty mob variety great mechanicsthe difficulty easier side compare hardest mode god war elden ring dlc boss however challenge ramp nicely top three difficult boss comparable game replay value high well speedrun game complete ng introduces variety build ng also add enough difficulty make 100 completion satisfyingthe map beautiful overall graphic spell effect best ive see downside map design confuse invisible wall hinder natural exploration brightness imbalance create pitchblack zone alongside overly bright scene due implementation global illumination raytracingstrongly recommend,Recommended,1119,68.7,05-11-2024
717,good,Recommended,7,53.0,05-11-2024
718,reject humanity return monke,Recommended,29,77.0,05-11-2024
719,bucata de cacat de joaca cu un bos de cacat de mcgregor ebanii,Not Recommended,52,29.1,05-11-2024
720,amaze challenge fight,Recommended,29,20.1,05-11-2024
721,monke strong,Recommended,11,26.3,05-11-2024
722,l,Recommended,1,4.7,05-11-2024
723,product receive free,Recommended,24,44.4,05-11-2024
724,excellent game,Recommended,17,106.9,04-11-2024
725,top 10 game time,Recommended,19,54.6,04-11-2024
726,good,Recommended,4,41.7,04-11-2024
727,fun,Recommended,3,59.6,04-11-2024
728,best role playing game play recent time boss super challenge die 1000 timeswe issue complain game crash happen chapter 3 recent patch release see issue story line game exceptional also many upgrade introduce game fighting skill set buy game enjoy talk,Recommended,366,15.8,05-11-2024
729,true masterpiece artistic design encompass enemy weapon armor especially ancient chinese architecture meticulously restore 3d scanning reconstruction simply breathtaking action combat system remarkably outstanding impressive hard believe debut work young game studio,Recommended,309,111.9,05-11-2024
730,wasnt sure expect one man obsess story pretty muddle luckily gameplay opinion make difficulty level concern game definitely tough feel like balance well really reward finally take bos stick day,Recommended,280,102.7,04-11-2024
731,easily one best game ever make,Recommended,32,38.7,04-11-2024
732,,Recommended,1,138.8,04-11-2024
733,game like god war series also like elden ring game pretty good recommend guy include chinese people also hint company call smile something,Recommended,180,25.8,04-11-2024
734,simply lovely,Recommended,12,67.0,04-11-2024
735,easygoty,Recommended,14,20.8,04-11-2024
736,yes,Recommended,7,6.9,04-11-2024
737,bad except crashing,Not Recommended,30,41.0,04-11-2024
738,gameplay experience extremely smooth minor bug small percentage bos fight less enjoyable,Recommended,109,95.5,04-11-2024
739,funny monkey game go brrrrrrrr,Recommended,26,15.8,04-11-2024
740,love game much fact top 3 favourite game time even first game well do combat amaze love every transform game fighting style end chapter beautiful bos fight fun raging time overall game 10/10 opinion,Recommended,296,44.6,04-11-2024
741,nice,Recommended,4,180.0,04-11-2024
742,truly one best game ever play 10/10 well write fantastic game play,Recommended,80,48.6,04-11-2024
743,great game,Recommended,13,11.7,04-11-2024
744,lovely delicately make love story jam tho think ill upgrade pc experience full glory,Recommended,97,48.3,04-11-2024
745,goty,Recommended,4,52.6,04-11-2024
746,great game especially know journey west,Recommended,49,55.1,04-11-2024
747,wonderful game,Recommended,13,59.8,04-11-2024
748,one best story game sure,Recommended,37,8.1,04-11-2024
749,nya monkey monkey want,Recommended,25,82.5,04-11-2024
750,love game far yeswould buy pc id buy ps5 instead great pc think port game time aroundcool game definitely soul like hard bos hard bos harder try likely youll lose hahawould great game didnt crash atleast 5x fight ive struggle almost get bos dead 10th go crash bos hp 10 frustrating still worth,Not Recommended,405,35.6,04-11-2024
751,great hit box boss camera improve,Recommended,47,75.7,04-11-2024
752,fun see play 1 run game,Recommended,52,11.0,04-11-2024
753,nice game,Recommended,8,32.3,04-11-2024
754,best game ever,Recommended,12,134.2,04-11-2024
755,bryce young look like wukong,Recommended,28,58.6,04-11-2024
756,hello,Recommended,5,719.7,04-11-2024
757,好好好莫说拿那块铁挽着些儿就死磕着些儿就亡挨挨皮儿破擦擦筋儿伤,Recommended,44,59.7,04-11-2024
758,game awsome fr,Recommended,14,13.1,04-11-2024
759,goty,Recommended,4,4.0,04-11-2024
760,goated gameit one game long time love everything 1st playthrough go kick as especially youre greedy game go force learn get better get second play would become combat vet become paradise play soundtrack perfection cut scene beautiful gameplay addict cant praise game enoughand youre truly struggle want play wukong level wemod friend,Recommended,428,88.3,04-11-2024
761,yes,Recommended,3,133.0,04-11-2024
762,ryuji didnt deserve sunwukong persona pretty cool though regardlessoh yeah game absolutely rule,Recommended,100,64.3,04-11-2024
763,absolute dog water game love monkey fight 10/10,Recommended,62,3.1,04-11-2024
764,oooo,Recommended,4,51.9,04-11-2024
765,balance slog boss whos attack pattern memorize hour forgets game mean fun,Not Recommended,117,30.7,04-11-2024
766,favorite game,Recommended,14,112.3,04-11-2024
767,enter chinese monkey game lot fun,Recommended,37,63.4,04-11-2024
768,game blow away visuals stun say least ton fun play whether never play game like youve get experience soulslike game one check might one best game ive play long time really cant find anything complain aboutjust allaround great experience,Recommended,314,51.5,04-11-2024
769,masterpiece best action adventure game ive ever play boss tough beat satisfying 3 different fight stance use one throughout game mix get different effect replayability game pretty high cant wait dlc,Recommended,291,234.2,04-11-2024
770,really enjoy game get know anything exactly soul like dont lose anything combat fun although get repetitive time light attack full focus heavy create decent build use poison build melt later enemiestheres lot boss side boss almost feel like bos rush mode time level cool level design could use map sure area like chapter 3 annoyingly long there also lot dead end wall time try explore aside pretty interesting explore side path lead back lack monument structure decipher could also help level look similar throughoutoverall think great game dev team first title look forward dlc really enjoy fluidity spell transformation well ability instantly respec thing ill mention didnt quite understand story require know journey west familiar lore stop try research get better idea story cinematics try convey,Recommended,1098,81.2,04-11-2024
771,10/10 play game already exactly hype nonstop action epic set piece amaze combat system memorable character decent linear story,Recommended,159,35.1,04-11-2024
772,im stick giant baby,Recommended,22,7.0,04-11-2024
773,goated game,Recommended,18,54.8,04-11-2024
774,first review ive write masterpiece,Recommended,40,108.1,04-11-2024
775,good,Recommended,6,45.5,04-11-2024
776,love jump around liek moneky,Recommended,29,73.8,04-11-2024
777,great game take lot time wouldnt suggest dont time,Recommended,64,118.2,04-11-2024
778,amaze must game year,Recommended,28,104.7,04-11-2024
779,stunning game doesnt get goty game award rigged,Recommended,62,75.1,04-11-2024
780,combat challenge sort like dark soul title though bos fight tell exploration good remind older god war gamesif enjoy challenge boss decent exploration good game expect die lot,Recommended,237,18.9,04-11-2024
781,game insanely good honestly totally worth im sun wukong story didnt even finish game yet im loving,Recommended,129,22.8,04-11-2024
782,nice,Recommended,4,53.0,04-11-2024
783,love,Recommended,7,7.2,04-11-2024
784,love,Recommended,6,21.1,04-11-2024
785,cant fault youll need 20gb ram boot window 11 game though 16gb wont let compile shaders reliably,Recommended,101,78.5,04-11-2024
786,goty,Recommended,5,129.2,04-11-2024
787,game play,Recommended,18,143.1,04-11-2024
788,monkey game good monkey make happy monkey cant fix poorly optimized game fun like 7 hour spend 3 try get game slightly playable 7900xtx 7700x 64 gig ddr5 play ssd,Not Recommended,205,12.7,04-11-2024
789,need invisible wall might seem like nitpick minor flaw completely ruin immersion make uninterested explore point cant play mobile b maybe one day im bore beyond measure ill get give one try far lose interest,Not Recommended,258,3.2,04-11-2024
790,game kind wild card release come unknown chinese studio wellreported big budget like others figure id bide time see pan release end get surprising hitpros rid line soulslite spectacle fighter flashiness cooldown ability gracefully adapt journey west archetypal soul game plot absolutely gorgeous ton ton ton interesting boss offer enough ability allow varied combat cliff arent dangerous game usually doesnt let fall cliff mean occasion deadly fall despite demand highish end hardware see profile spec frequently dip 60 40 without dl id probably screw,Recommended,712,20.5,04-11-2024
791,到此一游 撒花,Recommended,8,56.3,04-11-2024
792,goty,Recommended,4,29.3,04-11-2024
793,syalala,Recommended,8,3.1,04-11-2024
794,great game,Recommended,9,4.5,04-11-2024
795,fun,Recommended,7,89.7,04-11-2024
796,fun,Recommended,6,13.5,04-11-2024
797,best game year 2024,Recommended,22,121.4,04-11-2024
798,11/10,Recommended,5,37.9,04-11-2024
799,product receive freevery hard annoy worth,Recommended,54,10.9,04-11-2024
800,good game 9/10,Recommended,12,53.1,04-11-2024
801,good,Recommended,4,65.7,04-11-2024
802,mad good game,Recommended,11,35.8,04-11-2024
803,good,Recommended,4,60.3,04-11-2024
804,play mmmonky,Recommended,11,12.1,04-11-2024
805,tough game,Recommended,9,128.2,04-11-2024
806,product receive freenice game,Recommended,30,34.2,04-11-2024
807,nice graphic nice lore nice story 27 hour good far,Recommended,59,34.2,04-11-2024
808,2024 goty visually stun combat exploration second none favorite game since dark soul 1,Recommended,98,154.4,04-11-2024
809,genuinely one favorite game play flawlessly whole time 12700k/3080ti graphic incredible gameplay fantastic one bos game lot boss felt wellbalanced overly challenge he entirely optional 10/10,Recommended,237,40.2,04-11-2024
810,havent able proceed beyond first bos fight review limited nice graphic 4k look terrible lower resolution high end pc require play thisthere seem issue input lag key dont respond game spend time show animation try move three hour attempt defeat first bos wander wight prove game unplayable machine,Not Recommended,347,8.8,04-11-2024
811,chango juego god,Recommended,14,43.7,04-11-2024
812,3,Recommended,2,19.7,04-11-2024
813,second playthrough still discover new thing still love,Recommended,61,82.9,04-11-2024
814,good game,Recommended,13,35.0,04-11-2024
815,nice game,Recommended,9,58.0,03-11-2024
816,tarsh,Recommended,5,25.3,03-11-2024
817,yes get game game year 100 highly recommend,Recommended,46,109.6,03-11-2024
818,yes,Recommended,3,10.0,03-11-2024
819,,Recommended,4,61.0,03-11-2024
820,incredible graphic environment animation fun combat ton original boss interest story secret find feel game make love quality amazing cant wait dlc next game,Recommended,199,50.5,04-11-2024
821,amaze job game look forward sequel project game creator,Recommended,79,68.6,03-11-2024
822,one best title great story alot replay value complete 3 time far,Recommended,81,113.1,03-11-2024
823,monke,Recommended,7,61.3,03-11-2024
824,good soul like game,Recommended,17,67.4,03-11-2024
825,wake,Recommended,7,45.7,03-11-2024
826,absolutely incredible game immersive fill brim detail love team game science original source material journey westso much journey ingrain 80 hour take complete everything game offer defeat 107 boss discover items/weapons/skills character story point even bring tear give appreciation chinese mythology even go far get read excerpt journey west discuss story friend mine grow china know story youthwithout give anything else away hesitant jump game play complete even something truly special,Recommended,681,83.0,03-11-2024
827,fun,Recommended,19,21.6,03-11-2024
828,best game everplease produce game like,Recommended,43,124.8,03-11-2024
829,visually beautiful fun gameplay variety interesting bossessome performance issue around stutter trouble follow story get main pointawesome game highly recommend,Recommended,176,57.4,03-11-2024
830,yes,Recommended,3,9.0,03-11-2024
831,wukong hard enough enjoy challenge time grant magnificent graphic chinese atmosphere fairytale great pleasure improve one skill great game,Recommended,164,86.6,03-11-2024
832,tbh,Not Recommended,11,15.5,03-11-2024
833,good si,Recommended,12,66.0,03-11-2024
834,最后两场boss战完全超越了我玩过的所有其他3a,Recommended,24,74.8,03-11-2024
835,love game first start lag bad play dont lag bad already,Recommended,83,30.6,03-11-2024
836,one best game ever make par elden ring,Recommended,45,77.6,03-11-2024
837,reject humanityreturn monke,Recommended,27,53.8,03-11-2024
838,worth every penny,Recommended,24,0.5,03-11-2024
839,goooooooooood,Recommended,13,58.0,03-11-2024
840,beautiful graphic sharp gameplay interesting game world didnt know original chinese story journey west didnt impact enjoyment game youre fan fromsoft actionadventure game try,Recommended,213,63.9,03-11-2024
841,absolutely masterpiece,Recommended,23,162.0,03-11-2024
842,yes amazing game eveyone buy,Recommended,32,11.8,03-11-2024
843,fun game combat best part game,Recommended,43,63.6,03-11-2024
844,badhiya game,Recommended,11,67.6,03-11-2024
845,monkey,Recommended,6,5.4,03-11-2024
846,good wtf boss like perfectly difficult,Recommended,43,39.0,03-11-2024
847,game truly amazing love monkey game 11/10 story 1000/20 game everythingplease give game award,Recommended,105,65.9,03-11-2024
848,top tier game a1 monkey boiii,Recommended,25,65.4,03-11-2024
849,epic,Recommended,5,43.2,03-11-2024
850,great fun game devs put lot care combat fun satisfieing story great base legit myth china boss chelanging satisfieing kill finally bad thing grind bit much get bit easy chapter 4 meant hardest boss game havent die becouse lvl bit higher mean chapter gon na see hows newgame like hope bigger chalange 9/10,Recommended,408,86.2,03-11-2024
851,black myth wukong reviewbmw one best singleplayers 2024 definitely goty wellcrafted labor love game rich culture mythology make game feel dramatic atmospheric area boss soulish vibe make game tense yet uniqueness combat fluid yet simple rpg element every character npcenemies bos well craft heart plus graphic insanely good like every penny spent well spent every chapter unique end moral really like dive deep chinese mythology con see lack replayability 23 new game plus boring tire also lack combo optional still fluid satisfy combat different kind skill abilitiesoverall solid 10/10 masterpiece game,Recommended,766,68.1,03-11-2024
852,saddest review lifetime im 35 ive beat 100 game include fromsoftware game game hardest thing ive ever encounter life try beat first main bos snake probably 2000 time never get half way past 2nd stage first time life download cheat use beat turn cheat im stick next bos idk happen game hardest game ever make imo im sad pride hurt game make video game unfun first time 20 year gaming hobby joke btw idk im one problem guess,Not Recommended,550,22.2,03-11-2024
853,great game,Recommended,9,158.4,03-11-2024
854,monkey,Recommended,6,53.3,03-11-2024
